,Player,Career Length,GP,PPG,APG,RPG,FG%,3P%,FT%,PER,Winshares
4053,Mark Sibley,0,28,1.6,0.5,0.9,35.7,-1,85.7,9.3,-0.2
4054,Jerry Sichting,9,598,6.9,3.3,1.4,50.7,27.1,85.7,11.7,21.2
4055,Donald Sidle,3,314,13.5,1.0,8.0,48.1,13.8,71.7,17.8,23.1
4056,Larry Siegfried,8,550,10.8,3.5,2.8,40.9,-1,85.4,13.7,33.1
4057,Ralph Siewert,0,21,1.0,0.2,-,13.6,-1,53.3,-,-0.3
4058,Jack Sikma,13,1107,15.6,3.2,9.8,46.4,32.8,84.9,17.3,112.5
4059,James Silas,9,685,16.1,3.8,3.0,49.5,0.0,85.5,17.0,60.3
4060,Paul Silas,15,1254,9.4,2.1,9.9,43.2,-,67.3,13.9,79.9
4061,Xavier Silas,6,4,2.8,0.8,1.5,22.2,12.5,66.7,-0.7,-0.1
4062,Garret Siler,0,21,2.1,0.1,1.3,54.8,-,50.0,13.5,0.1
4063,Mike Silliman,0,36,2.5,0.6,1.7,45.6,-1,48.7,8.0,0.3
4064,Chris Silva,2,69,2.8,0.5,2.7,60.6,25.0,70.7,15.3,1.7
4065,Wayne Simien,1,51,3.3,0.2,1.9,46.9,-,85.4,10.5,0.9
4066,Ben Simmons,3,275,15.9,7.7,8.1,56.0,14.7,59.7,19.8,30.4
4067,Bobby Simmons,10,466,9.0,1.5,3.8,43.7,39.6,82.3,12.9,20.1
4068,Cedric Simmons,2,75,2.2,0.2,1.9,40.9,-,39.0,7.3,0.1
4069,Connie Simmons,9,598,9.8,1.6,6.2,35.1,-1,67.8,15.0,29.3
4070,Grant Simmons,1,95,9.0,2.1,2.8,42.0,8.3,70.4,9.9,5.1
4071,Johnny Simmons,0,60,5.3,0.5,-,28.0,-1,61.4,-,1.7
4072,Jonathon Simmons,3,60,5.3,0.5,-,28.0,-1,61.4,-,1.7
4073,Kobi Simmons,1,33,5.9,2.1,1.5,42.3,28.2,100.0,7.7,-0.2
4074,Lionel Simmons,6,454,12.8,3.3,6.2,43.3,30.5,77.1,14.7,16.9
4075,Miles Simon,0,5,0.4,0.0,0.4,20.0,0.0,-,-7.2,-0.1
4076,Walter Simon,6,541,11.9,2.7,5.0,46.2,13.3,70.4,14.6,27.6
4077,Marko Simonovic,0,9,1.9,0.0,1.1,26.7,20.0,72.7,10.2,0.0
4078,Anfernee Simons,3,211,10.2,2.0,2.2,42.5,39.2,83.3,12.3,4.0
4079,Dickey Simpkins,7,327,4.2,0.9,3.6,44.0,22.2,61.8,9.5,4.7
4080,Ralph Simpson,9,705,16.7,3.3,3.7,44.9,19.0,76.3,16.2,29.0
4081,Zavier Simpson,0,4,11.0,7.5,5.3,36.5,12.5,100.0,7.7,-0.1
4082,Alvin Sims,0,4,2.8,1.3,1.0,40.0,100.0,40.0,10.9,-0.1
4083,Bob Sims,6,67,7.7,2.3,2.7,39.2,-,57.2,9.0,0.4
4084,Courtney Sims,1,5,1.2,0.2,1.2,42.9,-,-,7.4,0.0
4085,Doug Sims,0,4,1.0,0.0,1.0,40.0,-1,-,5.0,0.0
4086,Henry Sims,3,135,7.6,1.0,5.0,47.1,17.4,76.7,15.0,4.6
4087,Jericho Sims,0,41,2.2,0.5,4.1,72.2,-,41.4,11.6,1.5
4088,Scott Sims,0,12,2.5,1.7,1.1,38.5,-1,66.7,5.2,-0.2
4089,Kyle Singler,5,356,6.5,0.8,2.9,41.8,36.2,78.6,9.5,10.0
4090,Sean Singletary,0,37,2.4,0.8,0.9,36.5,40.0,85.7,6.7,0.0
4091,Chris Singleton,2,148,4.1,0.6,3.2,37.6,31.9,63.3,8.2,2.3
4092,James Singleton,6,243,3.9,0.4,3.7,46.2,29.2,83.3,14.0,8.1
4093,McKinley Singleton,0,2,2.0,0.5,0.0,66.7,0.0,-,13.3,0.0
4094,Zeke Sinicola,2,12,1.1,0.3,0.2,25.0,-1,37.5,-3.4,-0.2
4095,Deividas Sirvydis,1,23,1.9,0.3,1.5,30.0,31.4,50.0,4.7,-0.1
4096,Charlie Sitton,0,43,2.1,0.6,1.4,41.5,0.0,52.0,8.0,0.1
4097,Peyton Siva,0,24,2.3,1.4,0.6,31.6,28.0,73.3,5.7,-0.2
4098,Scott Skiles,9,600,11.1,6.5,2.5,43.5,37.9,88.9,14.4,30.4
4099,Al Skinner,5,337,9.1,2.8,3.3,45.2,27.3,81.3,13.8,13.2
4100,Brian Skinner,13,608,4.7,0.5,4.7,49.4,33.3,56.6,12.0,15.8
4101,Tal Skinner,1,145,4.6,1.0,4.2,43.4,-1,63.3,9.5,3.4
4102,Whitey Skoog,5,341,8.2,2.6,3.3,38.8,-1,79.9,11.0,14.3
4103,Jeff Slade,0,3,1.3,0.0,2.3,40.0,-1,0.0,5.8,0.0
4104,Reggie Slater,8,259,5.6,0.6,3.0,48.4,0.0,62.9,13.7,5.3
4105,Jim Slaughter,0,28,5.3,0.9,5.3,32.1,-1,60.3,10.1,-0.1
4106,Jose Slaughter,0,63,3.6,0.8,1.1,37.4,22.0,64.4,10.5,-0.1
4107,Tamar Slay,2,66,2.6,0.5,1.1,36.1,26.5,53.8,6.5,-0.3
4108,Donald Sloan,4,218,5.5,3.0,2.1,40.9,31.0,75.4,11.9,4.0
4109,Jerry Sloan,10,755,14.0,2.5,7.4,42.7,-1,72.2,13.2,49.5
4110,Uroš Slokar,0,20,1.9,0.1,0.7,53.8,50.0,69.2,13.9,0.1
4111,Tom Sluby,0,31,2.4,0.5,0.4,51.7,0.0,61.9,12.2,0.2
4112,Alen Smailagić,1,29,3.0,0.6,1.5,46.3,30.4,72.0,12.4,0.3
4113,Javonte Smart,0,17,3.0,0.9,1.4,31.7,29.6,83.3,5.1,-0.2
4114,Keith Smart,0,2,1.0,1.0,0.5,0.0,0.0,100.0,0.0,0.0
4115,Marcus Smart,7,520,10.5,4.5,3.6,38.2,32.1,78.0,12.5,29.5
4116,Belus Smawley,5,261,12.7,2.3,2.8,34.7,-1,79.7,3.1,22.9
4117,Jack Smiley,1,118,6.2,2.5,-,25.6,-1,67.9,-,0.6
4118,Adrian Smith,10,772,11.3,2.3,2.1,43.0,18.2,83.8,12.2,33.2
4119,Al Smith,4,337,9.8,5.3,2.6,40.7,29.2,77.3,10.9,11.1
4120,Bill Smith,0,9,2.6,0.8,1.8,24.2,-1,87.5,5.7,-0.2
4121,Bingo Smith,10,9,2.6,0.8,1.8,24.2,-1,87.5,5.7,-0.2
4122,Bobby Smith,2,13,2.8,1.1,2.5,23.6,-1,68.8,6.7,-0.3
4123,Charles Smith,8,564,14.4,1.4,5.8,47.5,19.4,77.4,15.7,40.9
4124,Charles Smith,6,564,14.4,1.4,5.8,47.5,19.4,77.4,15.7,40.9
4125,Charles Smith,8,564,14.4,1.4,5.8,47.5,19.4,77.4,15.7,40.9
4126,Chris Smith,2,564,14.4,1.4,5.8,47.5,19.4,77.4,15.7,40.9
4127,Chris Smith,0,564,14.4,1.4,5.8,47.5,19.4,77.4,15.7,40.9
4128,Clinton Smith,4,46,2.9,1.1,1.3,43.0,0.0,71.4,11.0,0.3
4129,Craig Smith,5,403,7.6,0.8,3.9,55.3,3.7,66.1,16.2,16.0
4130,Deb Smith,0,48,1.5,0.1,-,26.9,-1,42.9,-,0.7
4131,Dennis Smith Jr.,4,48,1.5,0.1,-,26.9,-1,42.9,-,0.7
4132,Derek Smith,8,48,1.5,0.1,-,26.9,-1,42.9,-,0.7
4133,Don Smith,0,8,0.8,0.3,-,15.4,-1,66.7,-,-0.1
4134,Don Smith,0,8,0.8,0.3,-,15.4,-1,66.7,-,-0.1
4135,Donta Smith,1,8,0.8,0.3,-,15.4,-1,66.7,-,-0.1
4136,Doug Smith,4,8,0.8,0.3,-,15.4,-1,66.7,-,-0.1
4137,Ed Smith,0,12,2.9,0.8,2.7,28.6,-1,53.8,8.5,-0.3
4138,Elmore Smith,7,562,13.4,1.4,10.6,48.2,-1,57.9,16.2,34.7
4139,Garfield Smith,2,134,3.2,0.4,3.3,43.7,-,31.1,8.5,0.7
4140,Greg Smith,7,524,7.8,1.8,6.2,48.2,-1,64.6,12.2,22.2
4141,Greg Smith,4,524,7.8,1.8,6.2,48.2,-1,64.6,12.2,22.2
4142,Ish Smith,11,719,7.6,3.9,2.5,43.0,32.5,67.7,13.3,14.5
4143,J.R. Smith,15,-1,-1,-1,-1,-1,-1,-1,-1,-1
4144,Jabari Smith,4,108,3.0,0.6,1.6,41.3,12.5,69.0,9.7,1.3
4145,Jalen Smith,1,108,3.0,0.6,1.6,41.3,12.5,69.0,9.7,1.3
4146,Jason Smith,11,108,3.0,0.6,1.6,41.3,12.5,69.0,9.7,1.3
4147,Jerry Smith,0,5,1.4,0.8,1.4,21.4,16.7,-,7.8,0.0
4148,Jim Smith,1,76,2.9,0.6,2.5,51.4,-,46.1,9.3,0.7
4149,Joe Smith,15,147,5.9,0.8,8.3,38.7,0.0,55.8,9.2,0.2
4150,John Smith,1,147,5.9,0.8,8.3,38.7,0.0,55.8,9.2,0.2
4151,Josh Smith,13,147,5.9,0.8,8.3,38.7,0.0,55.8,9.2,0.2
4152,Keith Smith,0,737,12.8,5.5,2.0,48.0,39.9,82.9,14.9,46.8
4153,Ken Smith,0,737,12.8,5.5,2.0,48.0,39.9,82.9,14.9,46.8
4154,Kenny Smith,9,737,12.8,5.5,2.0,48.0,39.9,82.9,14.9,46.8
4155,LaBradford Smith,2,883,6.7,1.1,9.2,53.1,0.0,53.1,12.6,46.0
4156,Larry Smith,12,883,6.7,1.1,9.2,53.1,0.0,53.1,12.6,46.0
4157,Leon Smith,2,15,2.2,0.2,2.2,39.3,-,64.7,14.3,0.2
4158,Michael Smith,5,141,5.0,1.0,1.5,47.4,15.0,83.5,14.0,1.4
4159,Michael Smith,6,141,5.0,1.0,1.5,47.4,15.0,83.5,14.0,1.4
4160,Mike Smith,0,141,5.0,1.0,1.5,47.4,15.0,83.5,14.0,1.4
4161,Nolan Smith,1,84,3.3,1.2,1.0,37.1,26.0,71.4,7.5,-0.8
4162,Otis Smith,5,375,10.5,1.8,3.8,45.5,25.1,76.2,15.7,12.3
4163,Pete Smith,0,5,0.8,0.2,1.6,16.7,0.0,-,-9.3,-0.2
4164,Phil Smith,8,659,15.1,3.9,3.0,47.6,25.3,77.9,15.8,41.1
4165,Randy Smith,11,976,16.7,4.6,3.7,47.0,15.5,78.1,16.5,60.1
4166,Reggie Smith,1,66,1.5,0.1,1.8,39.4,0.0,40.4,9.1,0.4
4167,Robert Smith,7,229,5.0,1.8,1.3,43.5,23.8,87.7,11.0,5.6
4168,Russ Smith,1,27,2.0,0.7,0.6,31.9,18.8,76.9,7.8,-0.2
4169,Sam Smith,3,255,8.2,1.1,7.0,40.1,20.0,65.7,12.6,9.6
4170,Sam Smith,1,255,8.2,1.1,7.0,40.1,20.0,65.7,12.6,9.6
4171,Steve Smith,13,942,14.3,3.1,3.2,44.0,35.8,84.5,16.1,83.7
4172,Steven Smith,0,942,14.3,3.1,3.2,44.0,35.8,84.5,16.1,83.7
4173,Stevin Smith,0,942,14.3,3.1,3.2,44.0,35.8,84.5,16.1,83.7
4174,Theron Smith,1,53,2.8,0.7,3.0,33.5,37.5,83.3,6.0,-0.4
4175,Tony Smith,10,-1,-1,-1,-1,-1,-1,-1,-1,-1
4176,William Smith,1,30,6.8,0.7,4.8,43.1,-1,59.7,11.2,0.1
4177,Willie Smith,3,30,6.8,0.7,4.8,43.1,-1,59.7,11.2,0.1
4178,Zhaire Smith,1,13,3.7,0.9,1.2,37.8,31.6,66.7,7.6,0.0
4179,Rik Smits,11,867,14.8,1.4,6.1,50.7,11.5,77.3,17.9,56.6
4180,Mike Smrek,6,194,2.9,0.3,2.2,43.1,0.0,61.7,7.4,0.7
4181,Joe Smyth,0,40,3.3,1.2,2.5,34.8,-1,53.8,12.0,0.1
4182,Xavier Sneed,0,9,0.6,0.1,0.7,20.0,12.5,-,0.4,0.0
4183,Tony Snell,8,601,6.1,1.1,2.3,43.1,39.4,84.6,8.9,18.5
4184,Eric Snow,12,846,6.8,5.0,2.5,42.4,20.8,76.3,12.2,43.4
4185,Dick Snyder,12,964,12.2,2.9,2.8,48.8,-1,82.4,14.1,58.3
4186,Kirk Snyder,3,211,6.3,1.1,2.3,43.8,32.7,69.9,12.4,4.5
4187,Chips Sobek,0,60,5.8,1.6,-,37.8,-1,76.1,-,3.1
4188,Ricky Sobers,10,821,13.3,4.3,2.6,45.9,29.1,84.3,13.9,32.0
4189,Ron Sobie,3,192,8.4,1.8,4.1,37.9,-1,80.8,14.1,7.2
4190,Mike Sojourner,2,191,8.7,0.9,6.5,48.0,-1,67.1,13.7,8.2
4191,Willie Sojourner,3,309,6.0,0.7,4.8,48.6,16.7,68.4,13.7,10.8
4192,Will Solomon,7,115,5.1,2.0,1.1,37.8,29.8,69.2,10.5,0.0
4193,Willie Somerset,3,143,21.9,3.6,4.6,42.5,28.0,80.8,18.0,14.8
4194,Darius Songaila,7,495,6.9,1.2,3.4,49.9,15.8,84.4,13.3,15.9
4195,Dave Sorenson,2,213,8.1,1.3,4.7,44.2,-1,77.8,14.5,5.4
4196,James Southerland,0,4,3.5,0.0,2.0,33.3,50.0,50.0,11.8,0.0
4197,Gino Sovran,0,6,1.8,0.2,-,33.3,-1,50.0,-,0.1
4198,Pape Sow,2,76,2.9,0.2,2.8,41.6,-,67.8,9.3,0.8
4199,Ken Spain,0,11,2.2,0.2,3.6,36.4,-,47.1,5.2,0.0
4200,Ray Spalding,2,16,3.6,0.3,3.3,52.9,0.0,28.6,13.1,0.1
4201,Jim Spanarkel,4,259,9.7,2.2,2.5,47.0,25.0,85.5,16.0,12.3
4202,Vassilis Spanoulis,0,31,2.7,0.9,0.7,31.9,17.2,81.0,5.4,-0.1
4203,Daniel Sparks,1,67,6.5,0.7,4.5,38.6,-,69.0,10.4,0.7
4204,Guy Sparrow,2,150,7.8,0.9,4.9,35.8,-1,60.8,11.0,0.1
4205,Rory Sparrow,11,836,9.0,5.0,2.1,46.6,26.0,79.7,12.0,28.3
4206,Odie Spears,8,479,8.7,1.9,4.0,36.6,-1,76.3,13.8,27.8
4207,Art Spector,3,169,5.0,0.8,-,28.0,-1,57.5,-,2.9
4208,Marreese Speights,9,705,7.9,0.7,4.1,45.9,35.6,79.7,16.7,25.8
4209,Omari Spellman,1,95,6.8,1.0,4.3,41.7,36.6,76.6,13.4,2.4
4210,Andre Spencer,1,48,7.2,1.0,3.2,44.5,0.0,73.3,14.1,1.4
4211,Elmore Spencer,4,157,5.9,0.7,3.5,51.6,0.0,58.0,9.9,0.0
4212,Felton Spencer,11,640,5.2,0.3,5.4,48.4,0.0,65.8,10.8,20.9
4213,Lou Spicer,0,4,0.3,0.0,-,0.0,-1,50.0,-,-0.2
4214,Craig Spitzer,0,10,1.8,0.0,2.4,38.1,-1,66.7,14.6,0.0
4215,Tiago Splitter,6,355,7.9,1.2,5.0,55.5,14.3,69.7,17.9,25.3
4216,Art Spoelstra,3,278,7.2,1.0,4.6,39.1,-1,69.3,12.0,8.6
4217,Bruce Spraggins,0,70,12.2,0.9,4.7,44.6,40.0,70.8,18.0,4.3
4218,Latrell Sprewell,12,913,18.3,4.0,4.1,42.5,33.7,80.4,15.1,56.3
4219,Larry Spriggs,4,169,5.2,1.3,2.3,51.7,0.0,75.2,11.3,3.4
4220,Jaden Springer,0,2,1.0,0.0,1.0,100.0,-,-,26.4,0.0
4221,Jim Springer,0,2,0.5,0.0,-,-,-1,100.0,-,0.0
4222,Jim Spruill,0,1,2.0,0.0,-,33.3,-1,-,-,0.0
4223,Ryan Stack,1,43,2.3,0.2,1.8,35.2,0.0,78.7,7.2,0.2
4224,Jerry Stackhouse,17,970,16.9,3.3,3.2,40.9,30.9,82.2,16.5,52.4
4225,Kevin Stacom,7,347,5.1,1.5,1.5,41.7,50.0,76.8,10.6,3.1
4226,Erv Staggs,0,53,8.5,1.4,2.3,39.9,28.6,64.0,6.7,-0.2
4227,Bud Stallworth,4,313,7.7,0.7,2.8,41.4,-1,68.6,10.2,0.7
4228,Dave Stallworth,9,522,9.3,1.7,4.7,43.8,-1,73.2,14.4,20.3
4229,Ed Stanczak,1,76,7.6,1.0,1.9,33.8,-1,75.9,-,6.4
4230,Cassius Stanley,1,33,2.7,0.2,1.2,36.0,23.3,89.5,7.1,0.0
4231,Terence Stansbury,2,192,6.3,2.0,1.4,44.4,22.4,77.9,9.9,2.4
4232,John Starks,13,866,12.5,3.6,2.5,41.2,34.0,76.9,14.0,49.9
4233,Keith Starr,0,17,0.8,0.4,0.6,25.0,-1,100.0,3.7,-0.2
4234,Nik Stauskas,7,343,6.7,1.5,2.0,38.9,35.4,81.2,9.1,3.9
4235,Larry Staverman,5,265,4.7,0.9,3.8,46.5,-1,78.5,13.3,6.9
4236,Larry Steele,8,610,8.2,2.8,2.9,48.3,0.0,79.6,12.7,28.2
4237,Matt Steigenga,0,2,1.5,1.0,1.5,25.0,0.0,50.0,7.0,0.0
4238,Vladimir Stepania,5,270,4.1,0.3,4.4,42.5,13.3,53.6,12.8,5.2
4239,D.J. Stephens,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
4240,Everette Stephens,2,38,1.9,1.0,0.6,33.3,20.0,79.2,7.4,-0.4
4241,Jack Stephens,0,72,10.3,2.9,5.2,38.6,-1,69.2,13.3,4.8
4242,Joe Stephens,3,22,3.2,0.5,2.0,35.7,19.0,70.0,11.1,0.0
4243,Lance Stephenson,11,554,8.6,2.9,4.1,44.5,31.4,69.4,12.2,17.5
4244,Alex Stepheson,0,8,2.8,0.3,3.5,33.3,-,33.3,14.8,0.1
4245,Brook Steppe,6,238,5.4,1.2,1.4,46.9,31.0,82.0,12.5,4.6
4246,Barry Stevens,0,2,1.0,0.0,1.0,50.0,-,-,15.2,0.0
4247,Lamar Stevens,1,103,5.3,0.7,2.5,47.9,24.4,71.4,11.0,2.1
4248,Wayne Stevens,0,8,1.6,0.5,2.0,15.8,-1,70.0,6.2,-0.2
4249,DeShawn Stevenson,12,824,7.2,1.6,2.2,40.6,34.0,69.8,9.9,12.1
4250,Dennis Stewart,0,12,3.3,0.2,1.4,33.3,33.3,77.8,4.6,-0.2
4251,Isaiah Stewart,1,139,8.1,1.0,7.7,52.9,33.0,70.8,15.1,7.4
4252,Kebu Stewart,0,15,2.7,0.1,2.1,46.2,-,64.0,14.0,0.2
4253,Larry Stewart,5,270,7.4,1.3,4.0,50.9,20.5,75.3,13.0,9.7
4254,Michael Stewart,7,286,2.2,0.3,3.2,44.2,-,52.2,10.2,4.6
4255,Norm Stewart,0,5,2.0,0.4,1.0,26.7,-1,33.3,-2.0,-0.1
4256,Greg Stiemsma,3,203,3.2,0.5,3.3,50.9,0.0,70.5,11.0,6.0
4257,Steve Stipanovich,4,403,13.2,2.3,7.8,48.4,17.9,79.6,15.1,30.4
4258,Bryant Stith,9,586,10.1,2.0,3.4,42.4,32.9,84.1,12.8,29.5
4259,Sam Stith,0,32,4.4,1.9,1.6,36.4,-1,60.5,8.0,-0.1
4260,Tom Stith,0,25,3.1,0.7,1.6,33.6,-1,30.0,6.5,-0.6
4261,Alex Stivrins,7,22,2.0,0.2,1.0,46.5,0.0,50.0,10.5,-0.1
4262,David Stockton,3,6,3.0,1.5,0.3,44.4,60.0,70.0,15.7,0.1
4263,John Stockton,18,1504,13.1,10.5,2.7,51.5,38.4,82.6,21.8,207.7
4264,Peja Stojaković,12,804,17.0,1.8,4.7,45.0,40.1,89.5,17.1,82.6
4265,Ed Stokes,0,4,0.8,0.3,1.0,33.3,-,50.0,6.4,0.0
4266,Greg Stokes,4,42,3.1,0.4,1.5,44.5,0.0,69.6,9.0,0.3
4267,Jarnell Stokes,2,28,2.4,0.3,1.4,58.1,-,53.1,19.4,0.6
4268,Maurice Stokes,2,202,16.4,5.3,17.3,35.1,-1,69.8,20.9,16.1
4269,Art Stolkey,0,23,4.4,1.7,-,22.0,-1,68.2,-,1.6
4270,Randy Stoll,0,25,5.7,0.5,3.6,47.8,-,40.0,9.9,0.3
4271,Diamond Stone,0,7,1.4,0.0,0.9,23.1,-,100.0,-1.2,-0.1
4272,George Stone,3,259,13.6,1.3,5.7,44.4,32.3,78.1,15.7,13.9
4273,Julyan Stone,6,70,1.1,1.1,1.1,44.4,31.3,70.0,9.5,0.9
4274,Awvee Storey,3,60,2.4,0.4,1.4,41.4,25.0,51.1,10.5,0.3
4275,Damon Stoudamire,12,878,13.4,6.1,3.5,40.6,35.7,83.3,15.4,55.4
4276,Salim Stoudamire,2,157,8.0,1.0,1.4,40.7,36.6,88.2,11.8,2.2
4277,Amar'e Stoudemire,13,846,18.9,1.2,7.8,53.7,23.6,76.1,21.8,92.5
4278,Paul Stovall,1,38,4.6,0.7,3.1,41.6,-,63.4,12.1,0.2
4279,D.J. Strawberry,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
4280,Joe Strawder,2,231,8.6,1.1,9.9,42.6,-1,68.6,11.3,10.8
4281,Bill Stricker,0,1,4.0,0.0,0.0,66.7,-1,-,45.1,0.0
4282,Erick Strickland,8,501,7.5,2.4,2.6,39.2,35.1,82.6,12.7,13.4
4283,Mark Strickland,8,281,4.6,0.4,2.7,48.8,22.2,66.8,14.5,7.0
4284,Rod Strickland,16,1,2.0,0.0,0.0,33.3,-1,-,-0.1,0.0
4285,Roger Strickland,0,1,2.0,0.0,0.0,33.3,-1,-,-0.1,0.0
4286,John Stroeder,1,46,1.8,0.5,1.8,36.9,0.0,66.7,7.4,-0.1
4287,Derek Strong,9,456,6.8,0.6,4.9,43.0,18.0,78.6,13.8,18.5
4288,Lamont Strothers,1,13,4.6,1.1,1.2,32.9,13.3,71.4,5.8,-0.5
4289,John Stroud,0,9,2.8,1.0,1.4,32.4,-,75.0,6.4,-0.1
4290,Red Stroud,0,7,2.9,0.1,0.3,45.5,100.0,90.0,5.7,0.2
4291,Max Strus,2,109,8.8,1.1,2.2,44.6,39.1,75.6,12.6,4.6
4292,Rodney Stuckey,9,651,12.6,3.6,2.9,42.3,30.0,82.4,14.9,28.7
4293,Gene Stump,2,148,5.3,0.8,-,30.3,-1,69.2,-,1.1
4294,Stan Stutz,2,166,7.1,1.1,-,25.6,-1,81.3,-,6.7
4295,Jalen Suggs,0,48,11.8,4.4,3.6,36.1,21.4,77.3,8.6,-1.6
4296,Gary Suiter,0,30,1.4,0.1,1.4,35.2,-1,44.4,6.0,-0.3
4297,Jared Sullinger,4,269,10.8,1.8,7.5,43.6,27.2,72.3,16.2,15.3
4298,DaJuan Summers,3,83,3.3,0.3,1.0,38.4,36.7,64.2,7.1,-0.1
4299,Edmond Sumner,3,108,5.7,1.1,1.5,47.4,33.3,72.8,11.3,1.9
4300,Barry Sumpter,0,1,0.0,0.0,0.0,0.0,-,-,-30.2,0.0
4301,Don Sunderlage,1,113,7.7,2.0,2.5,32.6,-1,73.2,11.6,2.7
4302,Bruno Šundov,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
4303,Jon Sundvold,8,502,7.7,2.9,1.1,45.2,39.2,84.9,12.5,8.9
4304,Bob Sura,9,657,8.6,3.8,3.4,41.4,32.5,68.9,14.3,28.3
4305,Dick Surhoff,1,58,3.1,0.6,1.6,29.5,-1,71.7,10.0,0.1
4306,George Sutor,2,79,4.8,0.4,5.1,34.1,0.0,59.5,10.0,-0.3
4307,Dane Suttle,1,46,5.9,1.0,1.1,50.7,0.0,85.7,15.3,1.0
4308,Greg Sutton,4,168,4.5,1.7,0.9,39.6,36.1,74.3,9.7,1.0
4309,Keith Swagerty,1,80,12.3,1.2,10.4,40.8,0.0,61.1,15.1,2.3
4310,Bennie Swain,0,58,4.6,0.5,4.5,40.6,-1,60.9,12.3,1.9
4311,Caleb Swanigan,2,75,2.3,0.7,2.9,43.8,11.8,61.4,6.8,-0.2
4312,Norm Swanson,0,63,1.6,0.5,1.7,22.6,-1,59.4,4.0,-0.4
4313,Dan Swartz,0,39,4.5,0.5,2.3,38.0,-1,84.7,12.3,1.0
4314,Mike Sweetney,3,233,6.5,0.6,4.5,48.5,0.0,68.9,15.1,7.8
4315,Robert Swift,4,97,4.3,0.2,3.9,50.6,-,61.0,11.4,1.7
4316,Skeeter Swift,4,283,11.6,2.9,2.2,44.5,29.8,84.1,11.5,12.2
4317,Stromile Swift,8,547,8.4,0.5,4.6,47.3,7.4,69.9,16.1,21.3
4318,Aaron Swinson,0,9,2.7,0.3,0.9,55.6,-,80.0,11.7,0.0
4319,Craig Sword,0,3,2.0,0.3,0.0,75.0,0.0,-,14.2,0.1
4320,Pape Sy,0,3,2.3,0.7,1.0,33.3,0.0,100.0,9.2,0.0
4321,Buck Sydnor,0,15,1.0,0.0,-,19.2,-1,50.0,-,-0.1
4322,Keifer Sykes,0,32,5.6,1.9,1.4,36.3,30.0,88.2,5.9,-0.5
4323,Larry Sykes,0,1,0.0,0.0,2.0,-,-,-,0.0,0.0
4324,Brett Szabo,0,70,2.2,0.2,2.4,44.6,0.0,73.8,8.8,0.4
4325,Wally Szczerbiak,9,53,6.3,0.8,2.8,62.9,0.0,66.0,19.6,2.2
4326,Walt Szczerbiak,0,53,6.3,0.8,2.8,62.9,0.0,66.0,19.6,2.2
4327,Žan Tabak,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
4328,Yuta Tabuse,0,4,1.8,0.8,1.0,16.7,100.0,100.0,15.6,0.0
4329,Chris Taft,0,17,2.8,0.1,2.1,60.5,-,16.7,15.6,0.5
4330,Sid Tanenbaum,1,70,9.0,2.3,-,27.4,-1,83.0,-,2.2
4331,Dragan Tarlać,0,43,2.4,0.7,2.8,39.4,-,75.8,5.6,-0.2
4332,Roy Tarpley,8,280,12.6,1.0,10.0,48.3,17.6,74.4,18.4,19.8
4333,Levern Tart,3,274,19.4,3.0,5.0,44.5,25.3,78.4,17.0,19.9
4334,Jae'Sean Tate,1,148,11.6,2.7,5.4,50.1,31.0,70.1,14.0,6.8
4335,Earl Tatum,3,262,9.6,1.9,2.6,45.9,33.3,74.6,14.2,7.8
4336,Jayson Tatum,4,365,20.9,3.0,6.6,45.6,38.3,84.4,18.8,35.1
4337,Edy Tavares,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4338,Anthony Taylor,0,21,6.9,2.0,1.6,39.7,0.0,75.0,11.1,0.2
4339,Brian Taylor,9,601,13.1,4.1,2.7,49.3,35.6,78.0,14.8,46.8
4340,Donell Taylor,1,98,2.7,0.9,1.1,39.5,20.6,64.1,10.2,0.0
4341,Fatty Taylor,7,640,8.0,4.0,3.9,43.8,20.6,67.6,10.5,17.0
4342,Fred Taylor,1,88,4.4,0.8,1.6,36.4,-1,59.2,8.7,-0.6
4343,Isaiah Taylor,1,71,6.3,2.9,1.4,41.3,24.4,69.9,10.4,0.6
4344,Jay Taylor,0,17,3.0,0.3,0.6,40.4,23.1,66.7,9.5,-0.1
4345,Jeff Taylor,4,56,3.2,2.0,1.5,41.2,0.0,69.6,8.1,-0.1
4346,Jeff Taylor,2,56,3.2,2.0,1.5,41.2,0.0,69.6,8.1,-0.1
4347,Jermaine Taylor,1,56,3.2,2.0,1.5,41.2,0.0,69.6,8.1,-0.1
4348,Johnny Taylor,2,54,4.7,0.5,2.2,40.2,39.4,71.8,8.7,0.1
4349,Leonard Taylor,0,10,1.1,0.1,1.2,0.0,0.0,68.8,3.8,-0.1
4350,Maurice Taylor,9,534,11.0,1.2,4.6,46.6,15.2,71.1,13.1,9.9
4351,Mike Taylor,0,51,5.7,2.1,1.7,41.2,32.5,69.1,10.1,-0.4
4352,Oliver Taylor,3,262,9.7,2.4,4.2,45.6,23.4,68.3,12.0,10.9
4353,Ronald Taylor,2,77,4.8,0.9,3.8,46.6,-,55.3,9.1,1.5
